タイトル,アーティスト,url,開始時刻,終了時刻,非表示,memo,upload_date
Tulip(GAME ver),LiPPS,https://www.youtube.com/watch?v=T6PCNXVZcoI,41:07,2593,0,,2023/12/08
Wonderful Rush,μ’s,https://www.youtube.com/watch?v=T6PCNXVZcoI,46:39,3061,0,,2023/12/08
咲いてjewel,鷺沢文香、速水奏、橘ありす、塩見周子、二宮飛鳥,https://www.youtube.com/watch?v=T6PCNXVZcoI,55:23,3567,0,,2023/12/08
Music S.T.A.R.T!!,μ’s,https://www.youtube.com/watch?v=T6PCNXVZcoI,1:04:58,4191,0,,2023/12/08
生存本能ヴァルキュリア,新田美波、鷺沢文香、橘ありす、高森藍子、相葉夕美,https://www.youtube.com/watch?v=T6PCNXVZcoI,1:14:06,4699,0,,2023/12/08
STARTDASH!!,μ’s,https://www.youtube.com/watch?v=T6PCNXVZcoI,1:23:03,5236,0,,2023/12/08
さよならアンドロメダ,渋谷凛、森久保乃々、大和亜季,https://www.youtube.com/watch?v=T6PCNXVZcoI,1:31:09,5844,0,,2023/12/08
瑠璃色金魚と花菖蒲,白石紬,https://www.youtube.com/watch?v=T6PCNXVZcoI,1:41:28,6344,0,,2023/12/08
君のこころは輝いてるかい,Aqours,https://www.youtube.com/watch?v=T6PCNXVZcoI,1:50:58,6940,0,,2023/12/08
ガールズ・イン・ザ・フロンティア,渋谷凛、早坂美玲、木村夏樹、小日向美穂、塩見周子,https://www.youtube.com/watch?v=T6PCNXVZcoI,1:59:37,7427,0,,2023/12/08
文学少年の憂鬱,ナノウ,https://www.youtube.com/watch?v=DUpSJCrqFRY,13:36,1181,0,,2023/12/15
flos,R Sound Design,https://www.youtube.com/watch?v=DUpSJCrqFRY,23:49,1699,0,,2023/12/15
フラジール,ぬゆり,https://www.youtube.com/watch?v=DUpSJCrqFRY,34:49,2357,0,,2023/12/15
ワンダーランドと羊の歌,ハチ,https://www.youtube.com/watch?v=DUpSJCrqFRY,41:18,2761,0,,2023/12/15
Let's go!スマイルプリキュア!,吉田彩,https://www.youtube.com/watch?v=DUpSJCrqFRY,48:38,3130,0,,2023/12/15
自分REST@RT,765PRO ALLSTARS,https://www.youtube.com/watch?v=DUpSJCrqFRY,1:01:22,4025,0,,2023/12/15
人マニア,原口沙輔,https://www.youtube.com/watch?v=DUpSJCrqFRY,1:18:08,4813,0,,2023/12/15
わたしのアール,和田たけあき,https://www.youtube.com/watch?v=DUpSJCrqFRY,1:29:08,5559,0,,2023/12/15
取り柄のないクズだって生きてていいだろが,ヘルニア,https://www.youtube.com/watch?v=DUpSJCrqFRY,1:35:46,5944,0,,2023/12/15
夕日坂,Doriko,https://www.youtube.com/watch?v=DUpSJCrqFRY,1:50:46,7017,0,,2023/12/15
サリシノハラ,みきと,https://www.youtube.com/watch?v=DUpSJCrqFRY,1:58:58,7405,0,,2023/12/15
シザーハンズ,Nem,https://www.youtube.com/watch?v=O_zWt6ASSDw,24:43,1752,0,,2023/12/22
好き！雪！本気マジック,Mitchie M,https://www.youtube.com/watch?v=O_zWt6ASSDw,32:03,2121,0,,2023/12/22
初めての恋が終わる時,supercell,https://www.youtube.com/watch?v=O_zWt6ASSDw,39:29,2677,0,,2023/12/22
冬がくれた予感,BiBi,https://www.youtube.com/watch?v=O_zWt6ASSDw,47:56,3203,0,,2023/12/22
暇は人を殺せるか,デッドボールP,https://www.youtube.com/watch?v=O_zWt6ASSDw,58:42,3756,0,,2023/12/22
ユメノトビラ,μ's,https://www.youtube.com/watch?v=O_zWt6ASSDw,1:24:23,5351,0,,2023/12/22
瑠璃色金魚と花菖蒲,白石紬,https://www.youtube.com/watch?v=O_zWt6ASSDw,1:31:42,5756,0,,2023/12/22
カノープス,ナユタン星人,https://www.youtube.com/watch?v=O_zWt6ASSDw,1:42:23,6315,0,,2023/12/22
スイートフロートアパート,家の裏でマンボウが死んでるP,https://www.youtube.com/watch?v=O_zWt6ASSDw,1:54:54,7202,0,,2023/12/22
旧約汎化街,柊マグネタイト,https://www.youtube.com/watch?v=O_zWt6ASSDw,2:05:33,7879,0,,2023/12/22
Dear,19's Sound Factory,https://www.youtube.com/watch?v=e-LnIZAjqds,15:21,1187,0,,2023/12/29
celluloid,baker,https://www.youtube.com/watch?v=e-LnIZAjqds,22:49,1601,0,,2023/12/29
カトラリー,有機酸,https://www.youtube.com/watch?v=e-LnIZAjqds,30:39,2075,0,,2023/12/29
chocolate insomnia,羽川翼(CV.堀江由衣),https://www.youtube.com/watch?v=e-LnIZAjqds,38:37,2590,0,,2023/12/29
キライ・キライ・ジガヒダイ！,和田たけあき,https://www.youtube.com/watch?v=e-LnIZAjqds,46:24,2997,0,,2023/12/29
ハッピーシンセサイザ,EasyPop,https://www.youtube.com/watch?v=e-LnIZAjqds,56:35,3627,0,,2023/12/29
ぽっぴっぽー,ラマーズP,https://www.youtube.com/watch?v=e-LnIZAjqds,1:08:11,4270,0,,2023/12/29
天才ロック,カラスヤサボウ,https://www.youtube.com/watch?v=e-LnIZAjqds,1:20:36,5035,0,,2023/12/29
ルカルカ★ナイトフィーバー,samfree,https://www.youtube.com/watch?v=e-LnIZAjqds,1:34:40,5920,0,,2023/12/29
Lost my music,平野綾,https://www.youtube.com/watch?v=e-LnIZAjqds,2:12:06,8180,0,,2023/12/29
ふわふわ時間,桜高軽音部,https://www.youtube.com/watch?v=e-LnIZAjqds,2:22:45,8799,0,,2023/12/29
The Everlasting Guilty Crown,EGOIST,https://www.youtube.com/watch?v=e-LnIZAjqds,3:13:45,11947,0,,2023/12/29
私はずっと笑顔だったし朝の占いだって悪くないきっと今日も大丈夫良い一日になりますように。,アメリカ民謡同好会,https://www.youtube.com/watch?v=e-LnIZAjqds,3:36:17,13255,0,,2023/12/29
星界ちゃんと可不ちゃんのおつかい合騒曲,南ノ南,https://www.youtube.com/watch?v=e-LnIZAjqds,3:47:59,13882,0,,2023/12/29
アイドル,YOASOBI,https://www.youtube.com/watch?v=e-LnIZAjqds,3:58:14,14506,0,,2023/12/29
ブタサンダー,Yukopi,https://www.youtube.com/watch?v=e-LnIZAjqds,4:09:19,15093,0,,2023/12/29
てらてら,和田たけあき,https://www.youtube.com/watch?v=e-LnIZAjqds,4:21:54,15909,0,,2023/12/29
ダーリン,MARETU,https://www.youtube.com/watch?v=e-LnIZAjqds,4:37:35,16875,0,,2023/12/29
帝国少女,R Sound Design,https://www.youtube.com/watch?v=e-LnIZAjqds,4:49:20,17614,0,,2023/12/29
幽霊東京,Ayase,https://www.youtube.com/watch?v=e-LnIZAjqds,4:58:09,18089,0,,2023/12/29
flos,R Sound Design,https://www.youtube.com/watch?v=qmuUydI4i5c,24:35,1745,0,,2024/01/05
星座になれたら,結束バンド,https://www.youtube.com/watch?v=qmuUydI4i5c,52:46,3419,0,,2024/01/05
さよならアンドロメダ,渋谷凛、森久保乃々、大和亜季,https://www.youtube.com/watch?v=qmuUydI4i5c,1:09:18,4534,0,,2024/01/05
君が飛び降りるのなら,Omoi,https://www.youtube.com/watch?v=qmuUydI4i5c,1:20:26,4992,0,,2024/01/05
Departures 〜あなたにおくるアイの歌〜,EGOIST,https://www.youtube.com/watch?v=qmuUydI4i5c,1:29:28,5618,0,,2024/01/05
神のまにまに,れるりり,https://www.youtube.com/watch?v=qmuUydI4i5c,1:50:05,6857,0,,2024/01/05
私はずっと笑顔だったし朝の占いだって悪くないきっと今日も大丈夫良い一日になりますように。,アメリカ民謡同好会,https://www.youtube.com/watch?v=qmuUydI4i5c,2:04:14,7735,0,,2024/01/05
寝起きヤシの木,Yukopi,https://www.youtube.com/watch?v=qmuUydI4i5c,2:19:58,8511,0,,2024/01/05
ばかじゃないのに,ずっと真夜中でいいのに。,https://www.youtube.com/watch?v=AlDxQMRKUEU,17:57,1330,0,,2024/01/13
ラビットフォーゲッツ,KNOTS,https://www.youtube.com/watch?v=AlDxQMRKUEU,27:10,1914,0,,2024/01/13
青のすみか,キタニタツヤ,https://www.youtube.com/watch?v=AlDxQMRKUEU,37:02,2415,0,,2024/01/13
Subtitle,Official髭男dism,https://www.youtube.com/watch?v=AlDxQMRKUEU,48:52,3239,0,,2024/01/13
もう恋なんてしない,槇原敬之,https://www.youtube.com/watch?v=AlDxQMRKUEU,1:05:09,4178,0,,2024/01/13
不可思議のカルテ,桜島麻衣、古賀朋絵、双葉理央、豊浜のどか、梓川かえで、牧之原翔子,https://www.youtube.com/watch?v=AlDxQMRKUEU,1:32:55,5811,0,,2024/01/13
ねむるまち,くじら,https://www.youtube.com/watch?v=AlDxQMRKUEU,1:42:40,6356,0,,2024/01/13
神のまにまに,れるりり,https://www.youtube.com/watch?v=AlDxQMRKUEU,1:54:35,7127,0,,2024/01/13
ダーリン,須田景凪,https://www.youtube.com/watch?v=ukvZ28CesXk,12:53,916,0,,2024/01/19
夜に駆ける,YOASOBI,https://www.youtube.com/watch?v=ukvZ28CesXk,22:55,1640,0,,2024/01/19
サインはB,B小町,https://www.youtube.com/watch?v=ukvZ28CesXk,37:50,2478,0,,2024/01/19
からくりピエロ,40㍍P,https://www.youtube.com/watch?v=ukvZ28CesXk,1:14:53,4750,0,,2024/01/19
おジャ魔女カーニバル！！,MAHO堂,https://www.youtube.com/watch?v=ukvZ28CesXk,1:30:57,5682,0,,2024/01/19
東京テディベア,Neru,https://www.youtube.com/watch?v=ukvZ28CesXk,1:42:05,6314,0,,2024/01/19
モノクロのキス,シド,https://www.youtube.com/watch?v=ukvZ28CesXk,1:59:45,7420,0,,2024/01/19
星間飛行,中島愛,https://www.youtube.com/watch?v=ukvZ28CesXk,2:13:25,8233,0,,2024/01/19
crow song,Girls Dead Monster,https://www.youtube.com/watch?v=dTTJpC4tdL8,17:20,1284,0,,2024/02/10
不可思議のカルテ,桜島麻衣 、 古賀朋絵 、 双葉理央 、 豊浜のどか 、 梓川かえで 、 牧之原翔子,https://www.youtube.com/watch?v=dTTJpC4tdL8,43:20,2834,0,,2024/02/10
嵐の中で輝いて,米倉千尋,https://www.youtube.com/watch?v=dTTJpC4tdL8,1:04:35,4130,0,,2024/02/10
青のすみか,キタニタツヤ,https://www.youtube.com/watch?v=dTTJpC4tdL8,1:24:06,5239,0,,2024/02/10
ロウワー,ぬゆり,https://www.youtube.com/watch?v=dTTJpC4tdL8,1:51:24,6911,0,,2024/02/10
ゴーストルール,DECO*27,https://www.youtube.com/watch?v=I1w-p-RlgtA,4:30,477,0,,2024/03/04
快晴,Orangestar,https://www.youtube.com/watch?v=I1w-p-RlgtA,14:10,1111,0,,2024/03/04
ローリンガール,wowaka,https://www.youtube.com/watch?v=I1w-p-RlgtA,24:25,1655,0,,2024/03/04
ロキ,みきと,https://www.youtube.com/watch?v=I1w-p-RlgtA,31:35,2123,0,,2024/03/04
天ノ弱,164,https://www.youtube.com/watch?v=I1w-p-RlgtA,42:20,2724,0,,2024/03/04
妄想感傷代償連盟,DECO*27,https://www.youtube.com/watch?v=I1w-p-RlgtA,49:18,3219,0,,2024/03/04
独りんぼエンヴィー,koyori,https://www.youtube.com/watch?v=I1w-p-RlgtA,58:57,3739,0,,2024/03/04
ロミオとシンデレラ,doriko,https://www.youtube.com/watch?v=I1w-p-RlgtA,1:09:10,4427,0,,2024/03/04
幽霊東京,Ayase,https://www.youtube.com/watch?v=kRZfWjDsCpc,16:42,1203,0,,2024/03/08
39みゅーじっく！,みきと,https://www.youtube.com/watch?v=kRZfWjDsCpc,23:27,1666,0,,2024/03/08
フォニィ,ツミキ,https://www.youtube.com/watch?v=kRZfWjDsCpc,32:12,2120,0,,2024/03/08
メランコリック,Junky,https://www.youtube.com/watch?v=kRZfWjDsCpc,44:00,2857,0,,2024/03/08
どうぶつ占い,すこっぷ,https://www.youtube.com/watch?v=kRZfWjDsCpc,50:54,3345,0,,2024/03/08
愛されなくても君がいる,ピノキオピー,https://www.youtube.com/watch?v=kRZfWjDsCpc,1:05:50,4216,0,,2024/03/08
自分REST@RT,765PRO ALLSTARS,https://www.youtube.com/watch?v=kRZfWjDsCpc,1:15:35,4881,0,,2024/03/08
ダーリン,須田景凪,https://www.youtube.com/watch?v=kRZfWjDsCpc,1:32:34,5700,0,,2024/03/08
フォニイ(２回目),,https://www.youtube.com/watch?v=kRZfWjDsCpc,1:37:40,6047,0,,2024/03/08
雨とカプチーノ,ヨルシカ,https://www.youtube.com/watch?v=kRZfWjDsCpc,1:50:04,6873,0,,2024/03/08
ハッピーシンセサイザ,EasyPop,https://www.youtube.com/watch?v=kRZfWjDsCpc,2:00:52,7483,0,,2024/03/08
色彩,坂本真綾,https://www.youtube.com/watch?v=kRZfWjDsCpc,2:17:43,8531,0,,2024/03/08
ノーザンクロス,May'n,https://www.youtube.com/watch?v=kRZfWjDsCpc,2:35:05,9617,0,,2024/03/08
祝福,YOASOBI,https://www.youtube.com/watch?v=rW3NK1U4EZc,4:05,437,0,,2024/03/13
群青,YOASOBI,https://www.youtube.com/watch?v=rW3NK1U4EZc,9:35,820,0,,2024/03/13
Snow halation,μ’s,https://www.youtube.com/watch?v=rW3NK1U4EZc,20:44,1497,0,,2024/03/13
SENTIMENTAL StepS,μ’s,https://www.youtube.com/watch?v=rW3NK1U4EZc,31:23,2116,0,,2024/03/13
chocolate insomnia,羽川翼(CV.堀江由衣),https://www.youtube.com/watch?v=rW3NK1U4EZc,43:02,2854,0,,2024/03/13
青空のラプソディ,fhāna,https://www.youtube.com/watch?v=rW3NK1U4EZc,52:13,3406,0,,2024/03/13
青のすみか,キタニタツヤ,https://www.youtube.com/watch?v=rW3NK1U4EZc,1:04:08,4041,0,,2024/03/13
孤独の宗教,syudou,https://www.youtube.com/watch?v=yyKgN90r8AU,10:42,831,0,,2024/03/15
ワールドイズマイン,ryo,https://www.youtube.com/watch?v=yyKgN90r8AU,20:44,1497,0,,2024/03/15
1925,富田悠斗,https://www.youtube.com/watch?v=yyKgN90r8AU,29:58,1992,0,,2024/03/15
ORCA,小林オニキス,https://www.youtube.com/watch?v=yyKgN90r8AU,47:47,3144,0,,2024/03/15
ボルテッカー,DECO*27,https://www.youtube.com/watch?v=yyKgN90r8AU,59:35,3726,0,,2024/03/15
群青,YOASOBI,https://www.youtube.com/watch?v=yyKgN90r8AU,1:10:10,4454,0,,2024/03/15
抜錨,ナナホシ管弦楽団,https://www.youtube.com/watch?v=yyKgN90r8AU,1:22:17,5137,0,,2024/03/15
シュガーソングとビターステップ,UNISON SQUARE GARDEN,https://www.youtube.com/watch?v=yyKgN90r8AU,1:35:30,5981,0,,2024/03/15
おちゃめ機能,ゴジマジＰ,https://www.youtube.com/watch?v=yyKgN90r8AU,1:45:31,6422,0,,2024/03/15
粛聖!! ロリ神レクイエム☆,しぐれうい,https://www.youtube.com/watch?v=yyKgN90r8AU,1:55:47,7216,0,,2024/03/15
少女レイ,みきと,https://www.youtube.com/watch?v=7d6ysunSb6k,9:27,855,0,,2024/03/22
だから僕は音楽を辞めた,ヨルシカ,https://www.youtube.com/watch?v=7d6ysunSb6k,19:01,1384,0,,2024/03/22
ハロ/ハワユ,ナノウ,https://www.youtube.com/watch?v=7d6ysunSb6k,26:46,1884,0,,2024/03/22
言って。,ヨルシカ,https://www.youtube.com/watch?v=7d6ysunSb6k,34:51,2291,0,,2024/03/22
僕らの記憶を掠わないで,rinri,https://www.youtube.com/watch?v=7d6ysunSb6k,42:55,2825,0,,2024/03/22
星が瞬くこんな夜に,supercell,https://www.youtube.com/watch?v=7d6ysunSb6k,52:52,3433,0,,2024/03/22
いかないで,想太,https://www.youtube.com/watch?v=7d6ysunSb6k,1:01:03,3895,0,,2024/03/22
夜明けと蛍,N-buna,https://www.youtube.com/watch?v=7d6ysunSb6k,1:08:54,4441,0,,2024/03/22
変わらないもの,奥華子,https://www.youtube.com/watch?v=7d6ysunSb6k,1:19:47,5062,0,,2024/03/22
雨とカプチーノ,ヨルシカ,https://www.youtube.com/watch?v=7d6ysunSb6k,1:33:42,5889,0,,2024/03/22
あの夏が飽和する,カンザキイオリ,https://www.youtube.com/watch?v=7d6ysunSb6k,1:41:40,6368,0,,2024/03/22
初めての恋が終わる時,supercell,https://www.youtube.com/watch?v=7d6ysunSb6k,1:51:37,7003,0,,2024/03/22
約束をしよう,supercell,https://www.youtube.com/watch?v=7d6ysunSb6k,2:02:47,7563,0,,2024/03/22
君の知らない物語,supercell,https://www.youtube.com/watch?v=EZT3GC6xX9c,3:35,553,0,,2024/03/27
ブルーバード,いきものがかり,https://www.youtube.com/watch?v=EZT3GC6xX9c,12:23,953,0,,2024/03/27
青春ライン,いきものがかり,https://www.youtube.com/watch?v=EZT3GC6xX9c,20:59,1494,0,,2024/03/27
PAPERMOON,Tommy heavenly6,https://www.youtube.com/watch?v=EZT3GC6xX9c,30:41,2103,0,,2024/03/27
happily ever after,中川翔子,https://www.youtube.com/watch?v=EZT3GC6xX9c,51:16,3280,0,,2024/03/27
創聖のアクエリオン,AKINO,https://www.youtube.com/watch?v=EZT3GC6xX9c,59:24,3849,0,,2024/03/27
Golden Life,AKINO with bless4,https://www.youtube.com/watch?v=EZT3GC6xX9c,1:08:19,4188,0,,2024/03/27
空色デイズ,中川翔子,https://www.youtube.com/watch?v=EZT3GC6xX9c,1:13:00,4632,0,,2024/03/27
花の塔,さユり,https://www.youtube.com/watch?v=EZT3GC6xX9c,1:19:50,5066,0,,2024/03/27
星座になれたら,結束バンド,https://www.youtube.com/watch?v=EZT3GC6xX9c,1:27:47,5521,0,,2024/03/27
色彩,坂本真綾,https://www.youtube.com/watch?v=EZT3GC6xX9c,1:36:02,6030,0,,2024/03/27
ETERNAL WIND ～ほほえみは光る風の中～,森口博子,https://www.youtube.com/watch?v=EZT3GC6xX9c,1:44:31,6551,0,,2024/03/27
花ざかりWeekend✿,4Luxury,https://www.youtube.com/watch?v=rcNJq2MRT-c,22:43,1612,0,,2024/04/05
ODDS&ENDS,ryo,https://www.youtube.com/watch?v=rcNJq2MRT-c,39:40,2649,0,,2024/04/05
桜ノ雨,halyosy,https://www.youtube.com/watch?v=rcNJq2MRT-c,58:56,3926,0,,2024/04/05
ダーリン,須田景凪,https://www.youtube.com/watch?v=rcNJq2MRT-c,1:09:22,4307,0,,2024/04/05
祝福,YOASOBI,https://www.youtube.com/watch?v=rcNJq2MRT-c,1:14:58,4690,0,,2024/04/05
霽れを待つ,Orangestar,https://www.youtube.com/watch?v=rcNJq2MRT-c,1:21:20,5128,0,,2024/04/05
ロウワー,ぬゆり,https://www.youtube.com/watch?v=rcNJq2MRT-c,1:28:02,5508,0,,2024/04/05
フロムトーキョー,夏代孝明,https://www.youtube.com/watch?v=rcNJq2MRT-c,1:34:28,5834,0,,2024/04/05
地球最後の告白を,kemu,https://www.youtube.com/watch?v=rcNJq2MRT-c,1:40:41,6305,0,,2024/04/05
サインはB,B小町,https://www.youtube.com/watch?v=rcNJq2MRT-c,1:48:40,6742,0,,2024/04/05
快晴,Orangestar,https://www.youtube.com/watch?v=rcNJq2MRT-c,2:02:28,7609,0,,2024/04/05
おジャ魔女カーニバル,MAHO堂,https://www.youtube.com/watch?v=rcNJq2MRT-c,2:23:21,8826,0,,2024/04/05
アイデンティティ,Kanaria,https://www.youtube.com/watch?v=rcNJq2MRT-c,2:37:30,9603,0,,2024/04/05
メルト,supercell,https://www.youtube.com/watch?v=DYSJTazkcPM,11:42,959,0,,2024/04/10
そばかす,JUDY AND MARY,https://www.youtube.com/watch?v=DYSJTazkcPM,22:40,1608,0,,2024/04/10
ハッピーシンセサイザ,EasyPop,https://www.youtube.com/watch?v=DYSJTazkcPM,33:10,2221,0,,2024/04/10
KICK BACK,米津玄師,https://www.youtube.com/watch?v=DYSJTazkcPM,41:12,2665,0,,2024/04/10
わたしのアール,和田たけあき,https://www.youtube.com/watch?v=DYSJTazkcPM,55:35,3547,0,,2024/04/10
youthful beautiful,内田真礼,https://www.youtube.com/watch?v=DYSJTazkcPM,1:06:29,4263,0,,2024/04/10
ヴィーナスとジーザス,やくしまるえつこ,https://www.youtube.com/watch?v=DYSJTazkcPM,1:15:48,4734,0,,2024/04/10
オートファジー,柊キライ,https://www.youtube.com/watch?v=DYSJTazkcPM,1:24:23,5279,0,,2024/04/10
パンダヒーロー,ハチ,https://www.youtube.com/watch?v=DYSJTazkcPM,1:30:06,5627,0,,2024/04/10
千本桜,黒うさ,https://www.youtube.com/watch?v=DYSJTazkcPM,1:38:17,6138,0,,2024/04/10
ジェヘナ,wotaku,https://www.youtube.com/watch?v=DYSJTazkcPM,1:47:58,6723,0,,2024/04/10
Dear,19's Sound Factory,https://www.youtube.com/watch?v=LEc-WYSuyDk,13:30,1076,0,,2024/04/12
天樂,ゆうゆ,https://www.youtube.com/watch?v=LEc-WYSuyDk,24:35,1756,0,,2024/04/12
感情ディシーブ,ろーある,https://www.youtube.com/watch?v=LEc-WYSuyDk,34:14,2173,0,,2024/04/12
ラヴィット,ピノキオピー,https://www.youtube.com/watch?v=LEc-WYSuyDk,40:54,2670,0,,2024/04/12
No logic,ジミーサムP,https://www.youtube.com/watch?v=LEc-WYSuyDk,55:04,3560,0,,2024/04/12
乾涸びたバスひとつ,米津玄師,https://www.youtube.com/watch?v=LEc-WYSuyDk,1:05:40,4237,0,,2024/04/12
ガールズインザフロンティア,渋谷凛、早坂美玲、木村夏樹、小日向美穂、塩見周子,https://www.youtube.com/watch?v=LEc-WYSuyDk,1:17:10,4882,0,,2024/04/12
アンインストール,石川智晶,https://www.youtube.com/watch?v=LEc-WYSuyDk,1:28:31,5569,0,,2024/04/12
花の塔,さユり,https://www.youtube.com/watch?v=LEc-WYSuyDk,1:39:13,6227,0,,2024/04/12
メルト,supercell,https://www.youtube.com/watch?v=LEc-WYSuyDk,1:48:18,6755,0,,2024/04/12
ひねくれ者,supercell,https://www.youtube.com/watch?v=LEc-WYSuyDk,1:55:44,7190,0,,2024/04/12
少女レイ,みきと,https://www.youtube.com/watch?v=Ha1Sazj_LVs,11:55,998,0,,2024/04/17
さようなら、花泥棒さん,メル,https://www.youtube.com/watch?v=Ha1Sazj_LVs,20:28,1496,0,,2024/04/17
君のせい,the peggies,https://www.youtube.com/watch?v=Ha1Sazj_LVs,26:45,1700,0,,2024/04/17
花の塔,さユり,https://www.youtube.com/watch?v=Ha1Sazj_LVs,35:48,2424,0,,2024/04/17
青空のラプソディ,fhāna,https://www.youtube.com/watch?v=Ha1Sazj_LVs,42:34,2825,0,,2024/04/17
快晴,Orangestar,https://www.youtube.com/watch?v=Ha1Sazj_LVs,49:17,3216,0,,2024/04/17
星座になれたら,結束バンド,https://www.youtube.com/watch?v=Ha1Sazj_LVs,56:41,3657,0,,2024/04/17
霽れを待つ,Orangestar,https://www.youtube.com/watch?v=Ha1Sazj_LVs,1:02:47,4015,0,,2024/04/17
乙女解剖,DECO*27,https://www.youtube.com/watch?v=Ha1Sazj_LVs,1:14:51,4712,0,,2024/04/17
未完成人間,YM,https://www.youtube.com/watch?v=Ha1Sazj_LVs,1:20:14,5026,0,,2024/04/17
抜錨,ナナホシ管弦楽団,https://www.youtube.com/watch?v=Ha1Sazj_LVs,1:26:45,5405,0,,2024/04/17
フィクサー,ぬゆり,https://www.youtube.com/watch?v=Ha1Sazj_LVs,1:33:06,5827,0,,2024/04/17
咲いてjewel,鷺沢文香、速水奏、橘ありす、塩見周子、二宮飛鳥,https://www.youtube.com/watch?v=Ha1Sazj_LVs,1:40:24,6267,0,,2024/04/17
セツナトリップ,LastNote.,https://www.youtube.com/watch?v=Ha1Sazj_LVs,1:48:31,6757,0,,2024/04/17
君が君が,baker,https://www.youtube.com/watch?v=Fj_JS2AX8s0,10:55,883,0,,2024/04/19
サリシノハラ,みきと,https://www.youtube.com/watch?v=Fj_JS2AX8s0,24:38,1745,0,,2024/04/19
フロムトーキョー,夏代孝明,https://www.youtube.com/watch?v=Fj_JS2AX8s0,35:55,2322,0,,2024/04/19
ロケットサイダー,ナユタン星人,https://www.youtube.com/watch?v=Fj_JS2AX8s0,44:43,2870,0,,2024/04/19
気まぐれメルシィ,八王子P,https://www.youtube.com/watch?v=Fj_JS2AX8s0,52:12,3333,0,,2024/04/19
弱虫モンブラン,DECO*27,https://www.youtube.com/watch?v=Fj_JS2AX8s0,1:01:46,3943,0,,2024/04/19
桜前線異常ナシ,ワタルP,https://www.youtube.com/watch?v=Fj_JS2AX8s0,1:14:43,4679,0,,2024/04/19
メルト,supercell,https://www.youtube.com/watch?v=Fj_JS2AX8s0,1:23:48,5286,0,,2024/04/19
快晴,Orangestar,https://www.youtube.com/watch?v=Fj_JS2AX8s0,1:30:29,5690,0,,2024/04/19
もってけ！セーラーふく,らき☆すた,https://www.youtube.com/watch?v=Fj_JS2AX8s0,1:41:58,6376,0,,2024/04/19
トンデモワンダーズ,sasakure.UK,https://www.youtube.com/watch?v=Fj_JS2AX8s0,2:05:47,7738,0,,2024/04/19
Booo!,TOKOTOKO,https://www.youtube.com/watch?v=UJG2TibV0tM,4:51,461,0,,2024/04/24
Iなんです,れるりり,https://www.youtube.com/watch?v=UJG2TibV0tM,13:39,962,0,,2024/04/24
気まぐれメルシィ,八王子P,https://www.youtube.com/watch?v=UJG2TibV0tM,19:59,1401,0,,2024/04/24
マーシャルマキシマイザー,柊マグネタイト,https://www.youtube.com/watch?v=UJG2TibV0tM,25:50,1711,0,,2024/04/24
ご教示ください,もちうつね,https://www.youtube.com/watch?v=UJG2TibV0tM,31:26,2029,0,,2024/04/24
文学少年の憂鬱,ナノウ,https://www.youtube.com/watch?v=UJG2TibV0tM,38:27,2672,0,,2024/04/24
エイリアンエイリアン,ナユタン星人,https://www.youtube.com/watch?v=UJG2TibV0tM,48:38,3097,0,,2024/04/24
異星にいこうね,いよわ,https://www.youtube.com/watch?v=UJG2TibV0tM,57:00,3585,0,,2024/04/24
寝起きヤシの木,Yukopi,https://www.youtube.com/watch?v=UJG2TibV0tM,1:04:04,3958,0,,2024/04/24
惑星ループ,ナユタン星人,https://www.youtube.com/watch?v=UJG2TibV0tM,1:08:22,4293,0,,2024/04/24
瑠璃色金魚と花菖蒲,白石紬,https://www.youtube.com/watch?v=UJG2TibV0tM,1:14:32,4727,0,,2024/04/24
あなたクランケン,tamon,https://www.youtube.com/watch?v=UJG2TibV0tM,1:23:18,5207,0,,2024/04/24
虚言癖,アキバヲタP,https://www.youtube.com/watch?v=UJG2TibV0tM,1:28:40,5561,0,,2024/04/24
SNOBBISM,Neru,https://www.youtube.com/watch?v=LBemchtcahU,6:44,610,0,,2024/05/01
惨事のハニー,梨本うい,https://www.youtube.com/watch?v=LBemchtcahU,17:32,1368,0,,2024/05/01
ニア,夏代孝明,https://www.youtube.com/watch?v=LBemchtcahU,25:40,1783,0,,2024/05/01
インザバックルーム,syudou,https://www.youtube.com/watch?v=LBemchtcahU,33:10,2193,0,,2024/05/01
君が飛び降りるのなら,Omoi,https://www.youtube.com/watch?v=LBemchtcahU,41:13,2640,0,,2024/05/01
晴天を穿つ,傘村トータ,https://www.youtube.com/watch?v=LBemchtcahU,50:29,3217,0,,2024/05/01
言って。,ヨルシカ,https://www.youtube.com/watch?v=LBemchtcahU,1:12:30,4589,0,,2024/05/01
トリノコシティ,40㍍P,https://www.youtube.com/watch?v=LBemchtcahU,1:35:28,5930,0,,2024/05/01
テオ,Omoi,https://www.youtube.com/watch?v=LBemchtcahU,1:49:00,6746,0,,2024/05/01
crack,Keeno,https://www.youtube.com/watch?v=wviwbfu6Kd8,9:24,830,0,,2024/05/04
ツギハギスタッカート,とあ,https://www.youtube.com/watch?v=wviwbfu6Kd8,29:34,2016,0,,2024/05/04
ロウワー,ぬゆり,https://www.youtube.com/watch?v=wviwbfu6Kd8,43:07,2813,0,,2024/05/04
celluloid,baker,https://www.youtube.com/watch?v=wviwbfu6Kd8,50:43,3276,0,,2024/05/04
